Date,Bike,Car,Lorry,speed_00,speed_10,speed_20,speed_30,speed_40,speed_50,speed_60
2020-07-13 12:00:00+00,56.46004481,650.6348021,122.3300971,87.37864078,274.2345034,239.2830471,34.95145631,9.410007468,2.688573562,
2020-07-13 13:00:00+00,57.70992366,699.389313,105.8015267,173.129771,311.9083969,186.870229,15.11450382,2.748091603,2.748091603,1.374045802
2020-07-13 14:00:00+00,102.4704619,738.5606874,88.93662728,199.1407089,315.1450054,162.406015,42.5349087,3.866809882,7.733619764,5.800214823
2020-07-13 15:00:00+00,87.63250883,725.0883392,100.3533569,195.0530035,357.5971731,141.3427562,18.3745583,8.480565371,,
2020-07-13 16:00:00+00,90.63309885,649.0929285,73.3061829,99.96297668,245.2425028,251.9067012,35.9866716,1.332839689,7.997038134,1.332839689
2020-07-13 17:00:00+00,71.28712871,574.2574257,60.72607261,55.44554455,174.2574257,267.9867987,56.76567657,10.56105611,1.320132013,2.640264026
2020-07-14 13:00:00+00,50.68191817,554.33348,33.2600088,44.3466784,152.0457545,261.3286406,77.6066872,4.751429828,6.335239771,4.751429828
2020-07-14 15:00:00+00,82.25437928,525.0571211,75.39984768,43.86900228,164.5087586,223.4577304,79.51256664,8.225437928,,1.370906321
2020-07-14 16:00:00+00,70.36872501,636.5171035,51.17725455,78.36517104,235.0955131,255.8862728,49.57796535,7.996446024,,3.19857841
2020-07-14 17:00:00+00,41.92139738,476.8558952,41.92139738,44.54148472,155.8951965,210.9170306,43.23144105,6.550218341,3.930131004,5.240174672
2020-07-14 18:00:00+00,53.4375,309.375,22.5,32.34375,108.28125,135,18.28125,5.625,2.8125,1.40625
2020-07-14 19:00:00+00,54.23728814,277.9661017,13.55932203,20.33898305,67.79661017,115.2542373,54.23728814,13.55932203,6.779661017,
2020-07-14 20:00:00+00,0,0,0,,,,,,,
2020-07-14 21:00:00+00,0,0,0,,,,,,,
2020-07-14 22:00:00+00,0,0,0,,,,,,,
2020-07-14 23:00:00+00,0,0,0,,,,,,,
2020-07-15 09:00:00+00,72.76736494,481.5876516,107.1664829,255.3472988,132.3042999,75.41345094,7.938257993,,1.323042999,2.646085998
2020-07-15 18:00:00+00,36.88868188,373.9170936,51.97950629,57.00978109,150.9082441,142.5244527,15.09082441,3.353516535,,5.030274802
2020-07-15 19:00:00+00,35.17915309,304.8859935,11.72638436,5.863192182,111.4006515,128.990228,41.04234528,5.863192182,5.863192182,
2020-07-16 00:00:00+00,0,0,0,,,,,,,
2020-07-16 06:00:00+00,78.02690583,546.1883408,64.57399103,99.55156951,196.4125561,199.103139,36.32286996,4.035874439,1.34529148,
2020-07-16 07:00:00+00,115.8213475,564.1180924,58.59197578,164.8750946,230.2800908,143.0734292,13.62604088,6.813020439,,
2020-07-16 08:00:00+00,82.31707317,288.1097561,78.20121951,144.054878,64.48170732,53.50609756,10.97560976,5.487804878,2.743902439,
2020-07-16 16:00:00+00,142.0118343,653.2544379,99.40828402,170.4142012,333.7278107,106.5088757,35.50295858,,,
2020-07-16 17:00:00+00,0,0,0,,,,,,,
2020-07-16 18:00:00+00,0,0,0,,,,,,,
2020-07-16 19:00:00+00,19.56521739,273.9130435,0,,156.5217391,39.13043478,58.69565217,,,
2020-07-16 20:00:00+00,0,0,0,,,,,,,
2020-07-16 21:00:00+00,0,0,0,,,,,,,
2020-07-16 22:00:00+00,0,0,0,,,,,,,
2020-07-16 23:00:00+00,0,0,0,,,,,,,
2020-07-17 00:00:00+00,0,0,0,,,,,,,
2020-07-17 01:00:00+00,0,0,0,,,,,,,
2020-07-17 02:00:00+00,0,0,0,,,,,,,
2020-07-17 03:00:00+00,0,0,0,,,,,,,
2020-07-17 04:00:00+00,25.93220339,222.7118644,57.96610169,25.93220339,71.69491525,64.06779661,41.18644068,10.6779661,,4.576271186
2020-07-17 05:00:00+00,74.61139896,483.6417469,89.26720947,27.97927461,119.9111769,217.1724648,78.60843819,14.65581051,7.99407846,6.66173205
2020-07-17 06:00:00+00,102.7381411,658.0794447,49.98071732,80.52448901,177.7092171,283.2240648,90.24296182,15.27188585,6.941766294,2.776706518
2020-07-17 07:00:00+00,102.4667932,609.3358634,75.14231499,128.4250474,232.2580645,180.341556,40.98671727,15.028463,2.732447818,6.831119545
2020-07-17 08:00:00+00,56.04151223,402.9651594,58.71015567,184.1363973,98.73980726,96.07116383,13.3432172,1.33432172,,1.33432172
2020-07-17 09:00:00+00,85.21536671,592.3166473,122.9336438,261.233993,220.7217695,67.05471478,19.55762515,8.381839348,2.793946449,1.396973225
2020-07-17 10:00:00+00,45.05928854,621.3438735,71.14624506,120.9486166,215.8102767,201.5810277,47.43083004,14.22924901,4.743083004,
2020-07-17 12:00:00+00,50.46728972,635.8878505,37.00934579,148.0373832,168.2242991,248.9719626,53.8317757,3.364485981,,3.364485981
2020-07-17 19:00:00+00,0,0,0,,,,,,,
2020-07-17 20:00:00+00,0,0,0,,,,,,,
2020-07-17 22:00:00+00,0,0,0,,,,,,,
2020-07-17 23:00:00+00,0,0,0,,,,,,,
2020-07-18 00:00:00+00,0,0,0,,,,,,,
2020-07-18 01:00:00+00,0,0,0,,,,,,,
2020-07-18 02:00:00+00,0,0,0,,,,,,,
2020-07-18 03:00:00+00,0,0,0,,,,,,,
2020-07-18 04:00:00+00,13.36426914,141.9953596,46.774942,10.02320186,45.10440835,40.09280742,41.76334107,3.341067285,,
2020-07-18 05:00:00+00,24.47227191,230.5545617,43.79248658,18.03220036,63.11270125,95.31305903,46.36851521,5.152057245,,
2020-07-18 06:00:00+00,42.24422442,440.9240924,55.44554455,26.40264026,149.1749175,191.4191419,60.72607261,9.240924092,1.320132013,2.640264026
2020-07-18 07:00:00+00,95.69069674,635.0382602,40.59605316,113.0890052,195.7309706,226.1780105,65.24365687,13.04873137,8.699154249,8.699154249
2020-07-18 08:00:00+00,87.68149883,741.9203747,128.1498829,273.1615925,219.2037471,160.1873536,40.46838407,16.8618267,5.058548009,6.744730679
2020-07-18 09:00:00+00,80.27144935,589.8206495,113.427048,230.344159,232.0891905,82.01648085,17.45031508,12.21522055,3.490063015,6.98012603
2020-07-18 10:00:00+00,64.97560976,686.6341463,72,194.9268293,224.7804878,193.1707317,33.36585366,12.29268293,8.780487805,8.780487805
2020-07-18 11:00:00+00,67.06181202,643.1837426,42.67569856,79.25486876,196.6130398,243.8611346,91.44792549,12.19305673,3.048264183,7.620660457
2020-07-18 12:00:00+00,71.96937473,718.162484,79.6256912,124.0323267,263.3772863,261.846023,45.93789877,6.125053169,3.062526584,6.125053169
2020-07-18 13:00:00+00,75,635.4545455,62.72727273,130.9090909,297.2727273,156.8181818,31.36363636,8.181818182,1.363636364,2.727272727
2020-07-18 14:00:00+00,71.86180422,729.6737044,55.27831094,186.5642994,315.0863724,172.7447217,29.02111324,9.673704415,8.291746641,4.145873321
2020-07-18 19:00:00+00,0,0,0,,,,,,,
2020-07-19 04:00:00+00,9.298321136,92.98321136,17.04692208,10.84804133,30.99440379,29.4446836,15.49720189,,1.549720189,
2020-07-19 05:00:00+00,15.20056298,126.6713582,15.20056298,11.40042224,35.4679803,54.46868403,20.26741731,2.533427164,1.266713582,
2020-07-19 06:00:00+00,40.85106383,250.212766,15.31914894,14.04255319,74.04255319,121.2765957,29.36170213,3.829787234,2.553191489,2.553191489
2020-07-19 07:00:00+00,44.03261675,405.6338028,36.02668643,61.37879911,124.0919199,166.790215,38.69532987,5.337286879,1.33432172,2.66864344
2020-07-19 14:00:00+00,37.5,429,30,109.5,111,138,66,3,,
2020-07-19 15:00:00+00,49.51672862,461.7100372,72.26765799,36.133829,149.8884758,212.7881041,50.85501859,12.04460967,,
2020-07-19 16:00:00+00,61.41560799,488.7114338,56.18874773,41.81488203,194.7005445,211.6878403,30.05444646,3.920145191,2.613430127,1.306715064
2020-07-19 17:00:00+00,69.08037654,398.8414193,40.40550326,29.97827661,112.0926865,203.3309196,43.01230992,3.910209993,2.606806662,1.303403331
2020-07-19 18:00:00+00,41.58844765,311.9133574,22.09386282,18.19494585,102.6714801,157.2563177,24.69314079,5.198555957,1.299638989,2.599277978
2020-07-19 19:00:00+00,32.14285714,289.2857143,6.428571429,12.85714286,96.42857143,141.4285714,38.57142857,,,
2020-07-19 20:00:00+00,0,0,0,,,,,,,
2020-07-19 21:00:00+00,0,0,0,,,,,,,
2020-07-19 22:00:00+00,0,0,0,,,,,,,
2020-07-19 23:00:00+00,0,0,0,,,,,,,
2020-07-20 00:00:00+00,0,0,0,,,,,,,
2020-07-20 01:00:00+00,0,0,0,,,,,,,
2020-07-20 02:00:00+00,0,0,0,,,,,,,
2020-07-20 03:00:00+00,0,0,0,,,,,,,
2020-07-20 04:00:00+00,31.31868132,262.0879121,52.74725275,23.07692308,69.23076923,117.032967,37.91208791,6.593406593,3.296703297,1.648351648
2020-07-20 05:00:00+00,69.02654867,533.6283186,98.2300885,31.85840708,130.0884956,249.5575221,88.9380531,14.60176991,9.292035398,3.982300885
2020-07-20 06:00:00+00,122.9199372,662.6373626,62.16640502,97.48822606,154.0031397,247.2527473,113.0298273,22.60596546,9.89010989,2.825745683
2020-07-20 10:00:00+00,81.39931741,712.6279863,61.4334471,96.75767918,277.9863481,251.8771331,44.53924915,15.35836177,7.679180887,6.14334471
2020-07-20 11:00:00+00,74.28807264,600.2476269,63.88774247,123.3182006,203.549319,178.2913743,41.60132068,25.2579447,7.428807264,10.40033017
2020-07-20 12:00:00+00,21.86550976,641.9088937,46.85466377,187.4186551,188.9804772,188.9804772,46.85466377,7.809110629,7.809110629,7.809110629
2020-07-20 21:00:00+00,0,0,0,,,,,,,
2020-07-20 23:00:00+00,0,0,0,,,,,,,
2020-07-21 00:00:00+00,0,0,0,,,,,,,
2020-07-21 01:00:00+00,0,0,0,,,,,,,
2020-07-21 02:00:00+00,0,0,0,,,,,,,
2020-07-21 03:00:00+00,0,0,0,,,,,,,
2020-07-21 04:00:00+00,14.82243953,263.0983016,33.35048893,25.93926917,85.22902728,79.67061245,50.0257334,11.11682964,3.705609882,5.558414822
2020-07-21 05:00:00+00,41.55844156,544.1558442,74.02597403,70.12987013,102.5974026,257.1428571,80.51948052,16.88311688,6.493506494,1.298701299
2020-07-21 06:00:00+00,25.15630747,463.4056638,35.74843693,52.9606473,100.6252299,185.3622655,83.41301949,17.21221037,9.268113277,5.29606473
2020-07-21 07:00:00+00,28.81047654,417.7519098,14.40523827,41.90614769,66.78792288,179.4106948,102.146235,17.0243725,3.928701346,3.928701346
2020-07-21 08:00:00+00,31.83492999,385.9985262,6.632277082,42.44657332,92.85187915,171.1127487,61.01694915,13.26455416,1.326455416,
2020-07-21 09:00:00+00,27.40123233,395.3606379,9.13374411,39.14461762,87.42297934,170.9314969,61.3265676,22.18194998,3.914461762,3.914461762
2020-07-21 10:00:00+00,15.81259151,187.1156662,0,50.07320644,34.26061493,65.88579795,26.35431918,7.906295754,2.635431918,
2020-07-21 11:00:00+00,8.342989571,381.6917729,10.42873696,60.48667439,43.80069525,141.8308227,93.85863268,31.28621089,4.171494786,2.085747393
2020-07-21 12:00:00+00,27.7992278,422.2007722,10.42471042,57.33590734,90.34749035,142.4710425,93.82239382,27.7992278,3.474903475,
2020-07-21 13:00:00+00,26.49981597,453.1468531,9.274935591,42.39970556,67.57453073,186.8237026,116.5991903,27.82480677,5.299963195,3.974972396
2020-07-21 14:00:00+00,35.44112079,370.7686482,6.815600151,31.3517607,64.06664142,119.9545627,89.965922,28.62552064,12.26808027,10.90496024
2020-07-21 15:00:00+00,6.931074317,379.8228725,1.386214863,31.88294186,38.81401617,77.62803235,79.01424721,70.69695803,29.11051213,23.56565268
2020-07-16 01:00:00+00,0,0,0,,,,,,,
2020-07-16 02:00:00+00,0,0,0,,,,,,,
2020-07-16 03:00:00+00,0,0,0,,,,,,,
2020-07-16 04:00:00+00,37.63721903,248.4056456,63.98327235,18.81860951,71.51071615,94.09304757,37.63721903,7.527443806,3.763721903,1.881860951
2020-07-21 19:00:00+00,0,112.3404255,5.106382979,5.106382979,25.53191489,35.74468085,30.63829787,15.31914894,,
2020-07-21 20:00:00+00,0,0,0,,,,,,,
2020-07-21 21:00:00+00,0,0,0,,,,,,,
2020-07-21 22:00:00+00,0,0,0,,,,,,,
2020-07-21 23:00:00+00,0,0,0,,,,,,,
2020-07-22 00:00:00+00,0,0,0,,,,,,,
2020-07-22 01:00:00+00,0,0,0,,,,,,,
2020-07-22 02:00:00+00,0,0,0,,,,,,,
2020-07-22 05:00:00+00,16.88311688,331.1688312,12.98701299,15.58441558,22.07792208,62.33766234,123.3766234,53.24675325,33.76623377,9.090909091
2020-07-22 06:00:00+00,12.97297297,321.7297297,9.081081081,10.37837838,27.24324324,48,84.32432432,76.54054054,51.89189189,12.97297297
2020-07-22 07:00:00+00,10.24182077,317.4964438,12.80227596,33.2859175,38.40682788,46.08819346,58.89046942,76.81365576,30.7254623,10.24182077
2020-07-22 08:00:00+00,13.12072893,405.1025057,11.48063781,34.44191344,55.76309795,111.5261959,113.166287,52.48291572,18.04100228,13.12072893
2020-07-22 15:00:00+00,13.71801851,417.419706,3.91943386,47.03320631,78.38867719,115.6232989,90.14697877,37.23462167,21.55688623,3.91943386
2020-07-22 16:00:00+00,16.68984701,443.9499305,5.006954103,30.04172462,56.74547983,136.8567455,156.8845619,50.06954103,11.68289291,
2020-07-22 17:00:00+00,11.36094675,383.4319527,8.520710059,9.940828402,21.30177515,149.112426,137.7514793,53.96449704,5.680473373,1.420118343
2020-07-22 18:00:00+00,7.797833935,213.1407942,2.599277978,2.599277978,12.99638989,61.08303249,96.1732852,27.29241877,7.797833935,
2020-07-22 19:00:00+00,0,152.920354,0,,12.74336283,25.48672566,89.20353982,12.74336283,12.74336283,
2020-07-22 20:00:00+00,0,0,0,,,,,,,
2020-07-22 21:00:00+00,0,0,0,,,,,,,
2020-07-22 22:00:00+00,0,0,0,,,,,,,
2020-07-22 23:00:00+00,0,0,0,,,,,,,
2020-07-16 05:00:00+00,80.82443872,551.1961722,87.44939271,71.54950313,120.5741627,231.8733898,91.42436511,13.24990799,5.299963195,1.324990799
2020-07-16 09:00:00+00,72.7966425,472.4914155,72.7966425,304.9217856,123.6169401,26.09690958,5.494086227,4.12056467,2.747043113,
2020-07-16 10:00:00+00,91.08761329,569.6374622,84.29003021,193.0513595,198.489426,144.1087613,19.03323263,8.157099698,2.719033233,
2020-07-16 11:00:00+00,60.77170418,625.0803859,75.24115756,104.1800643,227.170418,201.1254019,72.34726688,7.234726688,2.893890675,4.340836013
2020-07-16 12:00:00+00,45.11278195,526.9172932,57.7443609,171.4285714,155.1879699,140.7518797,28.87218045,10.82706767,5.413533835,5.413533835
2020-07-16 13:00:00+00,73.55278093,645.6299659,98.07037457,170.261067,243.8138479,174.3473326,28.60385925,9.53461975,8.172531215,4.086265607
2020-07-16 14:00:00+00,147.5976938,904.0358744,62.26777707,313.6450993,408.1998719,142.9852659,29.98078155,2.306213965,4.612427931,
2020-07-16 15:00:00+00,117.0731707,563.4146341,109.7560976,87.80487805,241.4634146,226.8292683,,,,
2020-07-17 11:00:00+00,62.89517471,736.7720466,52.41264559,131.7803661,220.1331115,289.0183028,55.40765391,14.9750416,5.990016639,10.48252912
2020-07-17 13:00:00+00,102.4182077,723.7553343,112.6600284,157.0412518,303.8406828,199.715505,30.7254623,15.36273115,5.120910384,3.413940256
2020-07-17 14:00:00+00,121.7881595,691.5827628,101.4901329,213.1292791,324.7684253,120.3383004,20.29802658,10.14901329,1.449859041,
2020-07-17 15:00:00+00,95.4650269,708.3781706,70.56110684,186.7794005,297.4634896,175.7109915,30.43812452,4.150653344,4.150653344,6.917755573
2020-07-17 16:00:00+00,90,655.9090909,98.18181818,140.4545455,302.7272727,180,17.72727273,5.454545455,1.363636364,4.090909091
2020-07-17 17:00:00+00,60.11131725,614.471243,69.4619666,74.80519481,245.7884972,236.4378479,38.73840445,9.350649351,4.00742115,1.33580705
2020-07-17 18:00:00+00,52.69645609,453.4668721,30.50847458,30.50847458,187.211094,176.1171032,40.21571649,4.160246533,4.160246533,4.160246533
2020-07-17 21:00:00+00,0,0,0,,,,,,,
2020-07-18 15:00:00+00,69.8630137,743.8356164,60.2739726,172.6027397,294.5205479,230.1369863,32.87671233,8.219178082,2.739726027,
2020-07-18 16:00:00+00,43.53741497,650.3401361,66.66666667,149.6598639,253.0612245,204.0816327,31.29251701,1.360544218,2.721088435,4.081632653
2020-07-18 17:00:00+00,67.53670473,643.0668842,44.045677,117.4551387,249.5921697,223.1647635,41.10929853,2.936378467,,1.468189233
2020-07-18 18:00:00+00,43.15292408,407.9912822,26.15328732,22.23029422,101.9978206,205.3033055,61.46022521,7.845986197,3.922993098,1.307664366
2020-07-18 20:00:00+00,0,0,0,,,,,,,
2020-07-18 21:00:00+00,0,0,0,,,,,,,
2020-07-18 22:00:00+00,0,0,0,,,,,,,
2020-07-18 23:00:00+00,0,0,0,,,,,,,
2020-07-19 00:00:00+00,0,0,0,,,,,,,
2020-07-19 01:00:00+00,0,0,0,,,,,,,
2020-07-19 02:00:00+00,0,0,0,,,,,,,
2020-07-19 03:00:00+00,0,0,0,,,,,,,
2020-07-19 08:00:00+00,58.71015567,543.06894,61.37879911,110.7487027,134.7664937,220.1630838,49.36990363,9.340252039,4.002965159,6.671608599
2020-07-19 09:00:00+00,83.07692308,614.1176471,34.2081448,162.8959276,236.199095,156.3800905,22.80542986,13.03167421,6.515837104,9.773755656
2020-07-19 10:00:00+00,41.8447694,507.5365579,44.54443195,66.14173228,206.5241845,190.3262092,32.39595051,5.399325084,,4.049493813
2020-07-19 11:00:00+00,39.21568627,324.1830065,11.76470588,31.37254902,105.8823529,129.4117647,39.21568627,6.535947712,5.22875817,1.307189542
2020-07-19 12:00:00+00,41.42259414,338.9121339,7.531380753,50.83682008,56.48535565,118.6192469,75.31380753,13.17991632,3.765690377,1.882845188
2020-07-19 13:00:00+00,29.14979757,408.097166,21.86234818,102.0242915,87.44939271,160.3238866,51.01214575,,7.287449393,
2020-07-20 07:00:00+00,138.225256,712.6279863,50.68259386,181.2286689,231.9112628,179.6928328,64.50511945,15.35836177,12.28668942,9.215017065
2020-07-20 08:00:00+00,41.67664671,525.988024,60.35928144,212.6946108,119.2814371,125.0299401,38.80239521,18.68263473,2.874251497,2.874251497
2020-07-20 09:00:00+00,46.99738903,695.5613577,79.89556136,202.0887728,305.4830287,155.0913838,18.79895561,9.399477807,,4.699738903
2020-07-20 13:00:00+00,65.08638007,565.5283246,11.57091201,176.4564082,133.0654881,164.8854962,37.60546404,27.48091603,8.67818401,4.339092005
2020-07-20 14:00:00+00,77.38853503,902.866242,0,269.4267516,252.2292994,266.5605096,83.12101911,8.598726115,2.866242038,8.598726115
2020-07-20 15:00:00+00,48.29721362,674.3034056,161.6099071,269.3498452,202.4767802,161.6099071,33.43653251,3.715170279,1.857585139,
2020-07-20 16:00:00+00,75.56435644,633.029703,118.3366337,178.2178218,215.2871287,182.4950495,31.36633663,14.25742574,2.851485149,2.851485149
2020-07-20 17:00:00+00,31.64835165,573.6263736,94.94505495,201.7582418,201.7582418,122.6373626,27.69230769,7.912087912,,3.956043956
2020-07-20 22:00:00+00,0,0,0,,,,,,,
