AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Class,Timestamp
-1.3559704,-0.49677557,-0.05106449,-0.04444045,0.017715093,0.006032294,NORMAL,3582018
-0.4965049,-1.188516,0.7320461,-0.053603426,-0.06841691,0.3554472,NORMAL,3582019
0.43291163,0.30135986,-0.7893591,-0.063988134,-0.019547688,-0.01779145,NORMAL,3582019
-0.10511792,1.4142807,-0.16216755,0.013591751,0.007330383,0.05551238,NORMAL,3582020
-0.8588588,-1.1355108,1.3569937,0.08628472,0.13439035,0.03352123,NORMAL,3582021
-0.27617753,0.17150798,-1.5976753,0.10399981,0.048258353,-0.007406741,NORMAL,3582021
0.08783007,1.1496153,0.27871227,0.025198191,-0.030543262,-0.022067508,NORMAL,3582022
-0.4551549,-0.6998178,-0.32614422,-0.040775254,0.03176499,-0.05749769,NORMAL,3582022
0.38235486,1.0229706,0.11377239,-0.026725354,-0.09712757,-0.020845776,NORMAL,3582023
0.72677374,1.2622215,1.5543547,-0.012675454,0.08124508,0.00786489,NORMAL,3582023
-0.07755399,0.72378516,0.8091717,0.06734789,0.093462385,0.07322747,NORMAL,3582024
-1.527012,-0.93309855,-0.9632015,-0.25579983,-0.49418998,-0.39958224,NORMAL,3582024
-0.48635638,-0.5146767,-1.2740908,0.051465396,-0.108123146,0.44585526,NORMAL,3582025
-0.2045176,-0.64454436,0.71335506,0.03924809,0.16126843,0.03352123,NORMAL,3582025
-0.5347866,-0.16872129,-0.6818819,-0.054825157,0.023823744,0.07689266,NORMAL,3582026
-0.33960938,0.5172755,2.2816706,-0.14767668,-0.30787608,0.12637275,NORMAL,3582026
-0.9550553,-0.5986079,-1.9445143,0.08628472,-0.026267206,-0.22304218,NORMAL,3582027
0.17454004,1.7030935,2.532301,-0.012064588,-0.013439035,-0.09903653,NORMAL,3582028
-0.5997513,-0.47478628,-0.670413,0.105832405,-0.039095376,-0.008628472,NORMAL,3582028
-0.27337277,-0.21228379,0.95430946,0.039858956,0.37751472,0.0139735425,NORMAL,3582029
0.5802932,-0.62733674,1.7544193,-0.18982637,-0.32070425,-0.06727154,NORMAL,3582029
2.250085,-0.014035612,-1.3901253,-0.056046885,-0.05681047,-0.058719423,NORMAL,3582030
-0.25195587,0.81330407,2.6939526,-0.11652254,0.076358154,0.16974418,NORMAL,3582030
0.35046136,-0.1214817,1.9397297,-0.17638734,-0.37507126,0.20395264,NORMAL,3582031
-0.60097635,-0.24566996,-1.6826358,0.11071932,0.3005457,0.07994699,NORMAL,3582031
3.7569857,3.6508338,2.1107512,-0.0035124752,-0.2443461,0.1379792,NORMAL,3582032
-1.9500135,0.64677984,4.57467,-0.0041233404,-0.30604348,0.00786489,NORMAL,3582032
-0.13473308,-0.044433787,-1.0820408,-0.15622878,0.22174409,0.036575556,NORMAL,3582033
1.2748727,-0.6735805,3.3466845,-0.26068676,0.5338962,-0.04466952,NORMAL,3582033
-0.015871167,-0.021241963,-0.91573524,0.12721269,0.23945917,-0.04772385,NORMAL,3582034
2.397728,-0.9538002,-0.21767521,0.0917825,0.0421497,-0.011682798,NORMAL,3582035
-0.63585943,-0.05680068,-0.010400772,0.15042557,0.022602014,-0.026343564,NORMAL,3582035
-1.6916411,-0.2929803,0.77341175,-0.11102476,-0.043982297,0.022525655,NORMAL,3582036
-0.6686629,-0.11819438,-0.5207367,-0.03772093,-0.18692477,0.05795584,NORMAL,3582036
-1.1386957,-0.70819426,0.5322027,-0.0926988,-0.031154128,0.029245174,NORMAL,3582037
0.20467746,0.16735001,-0.8474455,0.0154243475,0.034208454,-0.0019089539,NORMAL,3582037
-0.52797174,0.7152174,0.5639219,-0.0010690142,0.02443461,0.0023671028,NORMAL,3582038
0.5231525,-0.056920998,-0.8040571,-0.09086621,-0.13316862,-0.020845776,NORMAL,3582038
2.0298438,0.13727665,1.8362999,0.010537425,-0.10995574,0.043295074,NORMAL,3582039
0.3604846,0.25094134,-0.76760674,0.028863383,-0.05375614,0.002977968,NORMAL,3582039
0.4212333,-0.20362586,1.0210276,-0.009010263,-0.022602014,-0.031230485,NORMAL,3582040
0.98566043,-0.15524942,1.4816561,-0.012675454,-0.17592919,-0.055665094,NORMAL,3582040
0.8245877,-1.3209407,-0.98717594,-0.07192938,-0.11728613,-0.0129045285,NORMAL,3582041
0.6011497,-0.17144257,-0.17508602,-0.08109236,-0.031154128,0.01947133,NORMAL,3582042
-0.5805845,0.12290129,-0.5157614,0.05757405,0.014049901,0.0139735425,NORMAL,3582042
-0.52027,-0.90540755,-0.13289642,-0.025503624,0.035430185,0.022525655,NORMAL,3582043
-0.81705,-0.7115064,-1.5054827,0.09239337,-0.07452556,-0.045280386,NORMAL,3582043
-0.21791315,1.4503697,-1.1229887,0.00076358154,-0.106901415,-0.082543164,NORMAL,3582044
0.11096501,1.0730537,-1.1119652,0.012370021,-0.0012217305,-0.046502117,NORMAL,3582044
1.8904705,2.2008758,0.9779663,0.0154243475,-0.026267206,-0.014737124,NORMAL,3582045
0.7855171,0.4843234,-0.9157553,0.078343466,0.016493361,-0.03428481,NORMAL,3582045
1.6378938,0.58769655,0.65379524,-0.063988134,-0.15760323,0.026801713,NORMAL,3582046
0.8674443,1.1268228,0.16815472,0.11438452,0.18875736,-0.017180584,NORMAL,3582046
0.6279856,-0.14139277,-1.0604191,0.08750644,0.03970624,-0.07154759,NORMAL,3582047
1.5100772,-0.4309082,-0.22056484,-0.020005837,0.025045475,-0.0061850105,NORMAL,3582048
0.8548124,1.3337214,0.60793304,0.04841107,0.08979719,-0.050167307,NORMAL,3582048
0.69153607,0.4618103,-0.8381233,0.020922136,-0.047647487,-0.063606344,NORMAL,3582049
1.3582189,0.71492285,-0.48682976,-0.005955936,-0.13927728,-0.05138904,NORMAL,3582049
-1.1532524,-0.8735768,-1.1924944,0.0355829,0.047647487,-0.044058654,NORMAL,3582050
0.79808545,0.55775005,0.10797596,0.0154243475,0.08002335,-0.015347989,NORMAL,3582050
-1.0898349,-0.7003213,-0.7831478,0.063682705,-0.10140363,-0.048945576,NORMAL,3582051
-0.8431822,-0.71912116,-0.7299757,0.011148291,-0.10751228,-0.022678372,NORMAL,3582051
0.10569739,-0.0071522593,0.39944935,-0.095753126,-0.2144137,-0.030008756,NORMAL,3582052
-0.36718607,-0.12307185,-0.49077606,0.05390886,-0.0036651916,-0.019013181,NORMAL,3582052
0.8454958,0.2954898,0.64716053,0.026419923,0.019547688,0.0035888334,NORMAL,3582053
-0.10324788,-0.50328356,-0.6127205,-0.031612277,0.14782938,0.0463494,NORMAL,3582053
0.59498405,1.5135759,0.4396677,0.02397646,0.17470746,-0.010461068,NORMAL,3582054
-1.0138967,-0.13718832,1.4755201,-0.023060163,-0.06169739,0.017027868,NORMAL,3582055
-1.2283206,-0.920075,0.64609146,-0.012675454,0.0067195175,0.05245805,NORMAL,3582055
0.83114886,-0.43093342,-2.008409,0.001985312,-0.25717425,-0.03733914,NORMAL,3582056
